idx,sentence,label
5051,"Patel S, Macdonald OK, Suntharalingam M. Evaluation of the use of 
prophylactic cranial irradiation in small cell lung cancer.",SCLC
1771,"The FDA has approved a companion diagnostic 
biomarker test for assessing PD L1 expression and determining which 
patients are eligible for pembrolizumab therapy.",NSCLC
1916,"If patients will be receiving 
durvalumab,  additional f chemotherapy (ie, consolidation chemotherapy) 
is not recommended based on concerns that adding consolidation 
chemotherapy will increase the risk of pneumonitis if patients are also 
receiving durvalumab.",NSCLC
4141,Hippocampalavoidance (HA) PCI using IMRT may be considered as a potential strategy to improve cognitive preservation.,SCLC
1318,Both AIS and MIA are associated with excellent survival if they are resected.,NSCLC
1432,"Low TMB is more commonly detected in individuals 
who have never smoked cigarettes .329,377",NSCLC
4460,"The use of maintenance or consolidation chemotherapy beyond the 
recommended 4 to 6  cycles results in a minor increase in the  duration of response  without improving survival and carries a greater risk of 
cumulative toxicity.133,134",SCLC
1592,"Some oncogenic drivers such as  EGFR exon 19 deletion s, EGFR  exon 21 L858R  mutations , or ALK rearrangements 
have been shown to be associated with less benefit from PD 1/PD L1 
inhibitors .",NSCLC
57,"Bullet 3 modified: After surgical evaluation, patients ineligible for immunotherapy and likely to receive adjuvant chemotherapy may be treated with 
induction  neoadjuvant systemic therapy as an alternative.",NSCLC
831,Perioperative pembrolizumab for earlystage nonsmallcell lung cancer.,NSCLC
2093,"Lorlatinib is an ALK inhibitor that is approved by the FDA for the 
treatment of adults with ALK positive metastatic NSCLC.1069 CROWN, a 
phase 3 randomized trial, assessed lorlatinib versus crizotinib as first line 
therapy in 296  patients with ALKpositive advanced NSCLC.217 At 12 
months, 78%  of patients were alive without disease progression in the 
lorlatinib group versus 39% in the crizotinib group (HR, 0.28; P < .001) .",NSCLC
3734,"Ji J, Aredo JV, Piper Vallillo A, et al. Osimertinib in NSCLC With 
Atypical EGFR Activating Mutations: A Retrospective Multicenter Study.",NSCLC
3671,"Early Lung Cancer 
Action Project: overall design and findings from baseline screening.",NSCLC
297,"Concurrent testing can improve time to test results and should be considered in 
the appropriate clinical situation.",NSCLC
2997,"Prescribing, Recording and Reporting Photon Beam Therapy (Report 62) (Supplement to ICRU Report 50).",NSCLC
2402,"Evaluation of the 
lung cancer risks at which to screen ever  and never smokers: screening 
rules applied to the PLCO and NLST cohorts.",NSCLC
2425,"Low dose spiral CT screening and 
evaluation of the solitary pulmonary nodule.",NSCLC
785,"In 20.7% of IGTA cases, chest tube insertion may be required.10PRINCIPLES OF IMAGEGUIDED THERMAL ABLATION THERAPY
NSCLD1 Lam A, Yoshida EJ, Bui K, et al.",NSCLC
3154,"Stereotactic ablative 
radiotherapy versus lobectomy for operable stage I non small cell lung 
cancer: a pooled analysis of two randomised trials.",NSCLC
4560,"Grade 3 or 4 adverse events occurred in 
9.6% (8/83) of patients; two patients died from treatment related adverse 
events (pneumonitis and encephalitis).",SCLC
331,"For PS 04.
uu Criteria for treatment with bevacizumab: nonsquamous NSCLC, and no recent history of 
hemoptysis.",NSCLC
1572,"In the postoperative 
setting, significant comorbidities and incomplete recovery after surgery 
often make it difficult for patients to tolerate systemic therapy.",NSCLC
2611,"Comprehensive Genomic 
Profiling Identifies a Subset of Crizotinib",NSCLC
4417,"Response assessment  can be  measured  using CT 
with contrast of the chest /abdomen/pelvis and brain MRI (preferred) or 
brain CT with contrast.",SCLC
4034,e Maintenance immunotherapy with either atezolizumab or durvalumab should continue until progression or intolerable toxicity.,SCLC
2350,"Impact of postdiagnosis smoking 
on long term survival of cancer patients: the Shanghai cohort study.",NSCLC
3623,"Gandara DR, Chansky K, Albain KS, et al. Long term survival with 
concurrent chemoradiation therapy followed by consolidation docetaxel in 
stage IIIB non small cell lung cancer: a phase II Southwest Oncology 
Group Study (S9504).",NSCLC
1237,"MS6 
Pathologic Evaluation of Lung Cancer  ................................",NSCLC
4144,Recommended dose for WBRT is 30 Gy in 10 daily fractions.,SCLC
2028,"For those with asymptomatic 
progression or symptomatic systemic progression that is limited in nature 
(oligoprogression), definitive local therapy (eg, SABR or surgery) should 
be considered for limited lesions regardless of prior TKI therapy; image 
guided thermal ablation (IGTA) therapy may also be an option (see Principles of Image Guided Thermal Ablation Therapy",NSCLC
700,"Preoperative chemotherapy versus preoperative chemoradiotherapy for 
stage III (N2) nonsmallcell lung cancer.",NSCLC
269,"cc Multidisciplinary evaluation including thoracic radiology, pulmonary medicine, thoracic surgery, medical oncology, and radiation oncology.",NSCLC
476,"The resection is defined as incomplete whenever there is involvement of resection margins, unremoved positive lymph nodes, 
or positive pleural or pericardial effusions.",NSCLC
2962,"Early findings on toxicity of proton 
beam therapy with concurrent chemotherapy for nonsmall cell lung cancer.",NSCLC
636,"An Ontario Clinical Oncology Group (OCOG) randomized trial (PET START) of 
FDG PET/CT in patients with stage 3 nonsmall cell lung cancer (NSCLC): impact of PET on 
radiation treatment volumes",NSCLC
3931,j Principles of Surgical Resection (SCLC) .,SCLC
4328,"If sources do not differentiate gender from sex assigned at birth or organs 
present, the information is presumed to predominantly represent cisgender 
individuals.",SCLC
2861,"assisted 
thoracic surgery lobectomy: report of CALGB 39802a prospective, multi 
institution feasibility study.",NSCLC
1436,"In the following 
sections, the clinical trials are described that have led to the 
recommended treatments.",NSCLC
2878,"Solaini L, Prusciano F, Bagioni P, Poddie DB.",NSCLC
2080,"Investigator assessed 
PFS rate was higher with alectinib  versus crizotinib ( 68.4% versus 
48.7% ; HR, 0.47; P < .001 ).",NSCLC
4927,J Natl Cancer Inst 1998;90:1335 1345.,SCLC
2540,"Small Cell Lung Cancer Progressing on Platinum 
Chemotherapy: Initial Results From the CHRYSALIS Phase I Study.",NSCLC
4660,"Late neurologic sequelae have 
been attributed to PCI, particularly in studies using fractions greater than 3 
Gy and/or administering PCI concurrently with chemotherapy.185,294,295",SCLC
2303,"Five Year Survival in EGFR 
Mutant Metastatic Lung Adenocarcinoma Treated with EGFR TKIs.",NSCLC
3101,"Patterns of failure after resection of nonsmall cell lung cancer: implications for postoperative radiation therapy 
volumes.",NSCLC
1430,"Patients with 
metastatic NSCLC and PD L1 expression levels of 1% or more but who 
also have a targetable driver oncogene molecular variant should receive 
firstline targeted therapy for that oncogene and not first line ICIs , because 
targeted therapies yield higher response rates (eg, osimertinib, 80%) than 
ICIs ( lower  response rates) in the first line setting, targeted therapy is 
better tolerated, and these patients are less likely to respond to 
single agent ICIs.184,371 374  
TMB  
TMB is an approximate measure of the total number of somatic 
mutations .375",NSCLC
4714,"Ann Oncol 
2010;21 Suppl 7:vii65 71.",SCLC
3540,"Bronchogenic carcinoma: 
incidence of metastases to normal sized lymph nodes.",NSCLC
3414,"A phase III trial of 
docetaxel/carboplatin versus mitomycin C/ifosfamide/cisplatin (MIC) or 
mitomycin C/vinblastine/cisplatin (MVP) in patients with advanced non 
small cell lung cancer: a randomised multicentre trial of the British 
Thoracic Oncology Group (BTOG1).",NSCLC
2030,"[SRS] with or without surgical 
resection) should be considered for symptomatic lesions, and SRS 
should be considered for asymptomatic lesions at risk of symptomatic 
progression based on factors including size, location, and edema.",NSCLC
4653,"At 1 year, the probability of 
developing symptomatic brain metastases was 4% in patients with 
limited stage SCLC who received PCI versus  22% in those who did not 
receive PCI ( P < .05).",SCLC
1389,"Most patients with the common EGFR  mutations become resistant to 
afatinib, erlotinib, or gefitinib; PFS is about 9.7 to 13 months.250,256,263 265 
EGFR  p.Thr790Met",NSCLC
4405,"For all patients with SCLC, systemic therapy  is an essential component of 
appropriate treatment.",SCLC
4524,There were no reported treatment related deaths.,SCLC
76,Am J Respir Crit Care Med 2023;208:e7e26.,NSCLC
3530,"Stead LF, Lancaster T. Combined pharmacotherapy and behavioural interventions for smoking cessation.",NSCLC
2872,J Thorac Cardiovasc Surg 2010;139:366 378.,NSCLC
2002,"The 
median duration of response was longer with osimertinib compared with erlotinib or gefitinib (median response, 17.2 vs. 8.5 months).",NSCLC
3153,"Int J Radiat Oncol Biol Phys 
2009;75:677 682.",NSCLC
3292,"Phase III study of 
concurrent versus sequential thoracic radiotherapy in combination with 
mitomycin, vindesine, and cisplatin in unresectable stage III non small cell 
lung cancer.",NSCLC
2481,Semin Respir Crit Care Med 2011;32:22 31.,NSCLC
2484,Am J Surg Pathol 2011;35:15 25.,NSCLC
2016,"Several studies have reported that programmed cell death protein 1 (PD 
1)/PD L1 inhibitor monotherapy in the second line setting is less effective 
in EGFR exon 19 deletion or exon 21 L858R positive",NSCLC
4383,"The effusion should be excluded as a staging 
element if: 1) multiple cytopathologic examinations of the pleural fluid are 
negative for cancer; 2) the fluid is not bloody and not an exudate; and 3) 
clinical judgment concludes  that the effusion is not directly related to the 
cancer.",SCLC
2001,"The median progression free survival ( PFS) was 
longer with osimertinib compared with either erlotinib or gefitinib (18.9 
months vs. 10.2 months ; hazard ratio [ HR], 0.46; P < .001).371",NSCLC
4870,"Prospective randomized 
comparison of high dose and standard dose etoposide and cisplatin 
chemotherapy in patients with extensive stage small cell lung cancer.",SCLC
2657,"Analysis of tumor specimens at 
the time of acquired resistance to EGFR TKI therapy in 155 patients with 
EGFR mutant lung cancers.",NSCLC
2658,"The Paradigm of an Oncogene Driven Lung 
Cancer.",NSCLC
4062,"Randomized phase III trial comparing 
irinotecan/cisplatin with etoposide/cisplatin in patients with previously untreated 
extensive stage disease smallcell lung cancer.",SCLC
352,"If there is a good response to current therapy, it is reasonable to continue therapy.",NSCLC
629,"Survival outcomes after radiation therapy for stage III nonsmallcell lung cancer 
after adoption of computed tomographybased simulation.",NSCLC
314,"uu Criteria for treatment with bevacizumab: nonsquamous NSCLC, and no recent 
history of hemoptysis.",NSCLC
4973,"A phase II study of paclitaxel in 
heavily pretreated patients with small cell lung cancer.",SCLC
5066,"Eze C, Roengvoraphoj O, Manapov F. Prophylactic cranial irradiation 
in resected early stage small cell lung cancer.",SCLC
3044,"Int J Radiat Oncol Biol Phys 2010;77:367 372. Available at: 
https://www.ncbi.nlm.nih.gov/pubmed/20457350 .",NSCLC
1431,"Theoretically, high TMB levels will correlate with high 
neoantigen levels that will activate an  antitumor immune response.376 TMB 
levels are typically high in patients with NSCLC who currently  or previously 
smoked  cigarettes .",NSCLC
2624,Ann Oncol 2014;25 Suppl 3:iii27 39.,NSCLC
4143,"An ongoing randomized trial, SWOG S1827/MAVERICK, is evaluating whether brain MRI surveillance alone is noninferior to MRI surveillance 
plus PCI with regard to overall survival for LSSCLC and ESSCLC.52 
Brain Metastases :
 Brain metastases have conventionally been treated with WBRT; however, selected patients with a small number of metastases may be 
appropriately treated with stereotactic radiotherapy (SRT)/radiosurgery (SRS).53 A current randomized trial, NRG CC009 , is comparing SRS 
to hippocampalsparing WBRT plus memantine in this setting.",SCLC
4878,"Murray N, Gelmon K, Shah A. Potential for long term survival in 
extensive stage small cell lung cancer (ESCLC) with CODE chemotherapy 
and radiotherapy [abstract].",SCLC
2826,"Special 
treatment issues in non small cell lung cancer: Diagnosis and 
management of lung cancer, 3rd ed: American College of Chest",NSCLC
3164,"Dose response 
relationship for image guided stereotactic body radiotherapy of pulmonary 
tumors: relevance of 4D dose calculation.",NSCLC
3758,"Brigatinib Versus Crizotinib in 
Advanced ALK Inhibitor Naive ALK Positive Non Small Cell Lung Cancer: 
Second Interim Analysis of the Phase III ALTA 1L Trial.",NSCLC
3655,"Evidence supporting 
contemporary post operative radiation therapy (PORT) using linear 
accelerators in N2 lung cancer.",NSCLC
