idx,sentence,label,processed_sentence
3248,"Phase III trial of prophylactic cranial 
irradiation compared with observation in patients with locally advanced 
nonsmall cell lung cancer: neurocognitive and quality oflife analysis.",NSCLC,phase iii trial prophylactic cranial irradiation compare observation patient locally advanced nonsmall cell lung cancer neurocognitive quality oflife analysis
3249,"Neurocognitive function 
impairment after whole brain radiotherapy for brain metastases: actual 
assessment.",NSCLC,neurocognitive function impairment brain radiotherapy brain metastasis actual assessment
3250,"Chang EL, Wefel JS, Hess KR, et al. Neurocognition in patients with 
brain metastases treated with radiosurgery or radiosurgery plus whole
brain irradiation: a randomised controlled trial.",NSCLC,chang el wefel js hess kr et al neurocognition patient brain metastasis treat radiosurgery radiosurgery plus brain irradiation randomise control trial
3251,ACR Appropriateness Criteria: single brain metastasis.,NSCLC,acr appropriateness criteria single brain metastasis
3252,"Marsh JC, Gielda BT, Herskovic AM, Abrams RA.",NSCLC,marsh jc gielda bt herskovic abrams ra
3253,"Cognitive Sparing 
during the Administration of Whole Brain Radiotherapy and Prophylactic 
Cranial Irradiation: Current Concepts and Approaches.",NSCLC,cognitive sparing administration brain radiotherapy prophylactic cranial irradiation current concepts approach
3254,"Preservation of memory with 
conformal avoidance of the hippocampal neural stem cell compartment 
during whole brain radiotherapy for brain metastases (RTOG 0933): a 
phase II multi institutional trial.",NSCLC,preservation memory conformal avoidance hippocampal neural stem cell compartment brain radiotherapy brain metastasis rtog phase ii multi institutional trial
3255,"Dexamethasone and 
supportive care with or without whole brain radiotherapy in treating 
patients with non small cell lung cancer with brain metastases unsuitable for resection or stereotactic radiotherapy (QUARTZ): results from a phase 
3, non inferiority, randomised trial.",NSCLC,dexamethasone supportive care brain radiotherapy treat patient non small cell lung cancer brain metastasis unsuitable resection stereotactic radiotherapy quartz result phase non inferiority randomise trial
3256,"Concurrent Immune 
Checkpoint Inhibitors and Stereotactic Radiosurgery for Brain Metastases 
in Non Small Cell Lung Cancer, Melanoma, and Renal Cell Carcinoma.",NSCLC,concurrent immune checkpoint inhibitors stereotactic radiosurgery brain metastases non small cell lung cancer melanoma renal cell carcinoma
3257,"Int 
J Radiat Oncol Biol Phys 2018;100:916 925.",NSCLC,int j radiat oncol biol phys
3258,"Adverse Radiation Effect and 
Disease Control in Patients Undergoing Stereotactic Radiosurgery and 
Immune Checkpoint Inhibitor Therapy for Brain Metastases.",NSCLC,adverse radiation effect disease control patients undergo stereotactic radiosurgery immune checkpoint inhibitor therapy brain metastases
3259,"The role of surgical resection in the management of newly diagnosed brain metastases: a 
systematic review and evidence based clinical practice guideline.",NSCLC,role surgical resection management newly diagnose brain metastasis systematic review evidence base clinical practice guideline
3260,"The role of whole brain 
radiation therapy in the management of newly diagnosed brain 
metastases: a systematic review and evidence based clinical practice 
guideline.",NSCLC,role brain radiation therapy management newly diagnose brain metastasis systematic review evidence base clinical practice guideline
3261,"Management of single brain 
metastasis: a practice guideline.",NSCLC,management single brain metastasis practice guideline
3262,"A randomized trial of surgery 
in the treatment of single metastases to the brain.",NSCLC,randomized trial surgery treatment single metastasis brain
3263,"N Engl J Med 
1990;322:494 500.",NSCLC,n engl j med
3264,"The role of stereotactic 
radiosurgery in the management of patients with newly diagnosed brain 
metastases: a systematic review and evidence based clinical practice 
guideline.",NSCLC,role stereotactic radiosurgery management patient newly diagnose brain metastasis systematic review evidence base clinical practice guideline
3265,"Stereotactic radiosurgery plus 
whole brain radiation therapy vs stereotactic radiosurgery alone for 
treatment of brain metastases: a randomized controlled trial.",NSCLC,stereotactic radiosurgery plus brain radiation therapy vs stereotactic radiosurgery treatment brain metastasis randomized control trial
3266,"The role of whole brain radiation therapy for the 
management of brain metastases in the era of stereotactic radiosurgery.",NSCLC,role brain radiation therapy management brain metastasis era stereotactic radiosurgery
3267,"The role of chemotherapy in the management of newly diagnosed brain metastases: a 
systematic review and evidence based clinical practice guideline.",NSCLC,role chemotherapy management newly diagnose brain metastasis systematic review evidence base clinical practice guideline
3268,"Ellis TL, Neal MT, Chan MD.",NSCLC,ellis tl neal mt chan md
3269,"The role of surgery, radiosurgery and 
whole brain radiation therapy in the management of patients with 
metastatic brain tumors.",NSCLC,role surgery radiosurgery brain radiation therapy management patient metastatic brain tumor
3270,Postoperative radiotherapy in the treatment of single metastases to the brain: a randomized trial.,NSCLC,postoperative radiotherapy treatment single metastasis brain randomized trial
3271,"The role of retreatment in 
the management of recurrent/progressive brain metastases: a systematic 
review and evidence based clinical practice guideline.",NSCLC,role retreatment management recurrent progressive brain metastasis systematic review evidence base clinical practice guideline
3272,"Postoperative Adjuvant 
Systemic Therapy in Completely Resected Non Small Cell Lung Cancer: 
A Systematic Review.",NSCLC,postoperative adjuvant systemic therapy completely resected non small cell lung cancer systematic review
3273,Clin Lung Cancer 2017;18:259 273 e258.,NSCLC,clin lung cancer
3274,"based adjuvant 
chemotherapy in patients with completely resected non small cell lung 
cancer.",NSCLC,base adjuvant chemotherapy patient completely resect non small cell lung cancer
3275,N Engl J Med 2004;350:351 360.,NSCLC,n engl j med
3276,"Winton T, Livingston R, Johnson D, et al. Vinorelbine plus cisplatin 
vs. observation in resected non small cell lung cancer.",NSCLC,winton t livingston r johnson d et al vinorelbine plus cisplatin observation resected non small cell lung cancer
3277,"N Engl J Med 
2005;352:2589 2597.",NSCLC,n engl j med
3278,"Adjuvant vinorelbine plus 
cisplatin versus observation in patients with completely resected stage IB IIIA non small cell lung cancer (Adjuvant Navelbine International Trialist 
Association",NSCLC,adjuvant vinorelbine plus cisplatin versus observation patient completely resect stage ib iiia non small cell lung cancer adjuvant navelbine international trialist association
3279,"Survival benefit of neoadjuvant 
chemotherapy in non small cell lung cancer: an updated meta analysis of 
13 randomized control trials.",NSCLC,survival benefit neoadjuvant chemotherapy non small cell lung cancer update meta analysis randomize control trial
3280,"Randomized 
phase III study of surgery alone or surgery plus preoperative cisplatin and 
gemcitabine in stages IB to IIIA non small cell lung cancer.",NSCLC,randomized phase iii study surgery surgery plus preoperative cisplatin gemcitabine stage ib iiia non small cell lung cancer
3281,"Preoperative 
chemotherapy followed by surgery compared with primary surgery in resectable stage I (except T1N0), II, and IIIa non small cell lung cancer.",NSCLC,preoperative chemotherapy follow surgery compare primary surgery resectable stage ii iiia non small cell lung cancer
3282,"Preresectional 
chemotherapy in stage IIIA non small cell lung cancer: a 7 year 
assessment of a randomized controlled trial.",NSCLC,preresectional chemotherapy stage iiia non small cell lung cancer year assessment randomize control trial
3283,"A randomized trial comparing 
perioperative chemotherapy and surgery with surgery alone in resectable 
stage IIIA non small cell lung cancer.",NSCLC,randomized trial compare perioperative chemotherapy surgery surgery resectable stage iiia non small cell lung cancer
3284,J Natl Cancer Inst 1994;86:673 680.,NSCLC,j natl cancer inst
3285,"Preoperative chemotherapy plus 
surgery versus surgery plus adjuvant chemotherapy versus surgery alone 
in early stage non small cell lung cancer.",NSCLC,preoperative chemotherapy plus surgery versus surgery plus adjuvant chemotherapy versus surgery early stage non small cell lung cancer
3286,"Surgery with or without 
preoperative paclitaxel and carboplatin in early stage non small cell lung 
cancer: Southwest Oncology Group Trial S9900, an intergroup, randomized, phase III trial.",NSCLC,surgery preoperative paclitaxel carboplatin early stage non small cell lung cancer southwest oncology group trial intergroup randomize phase iii trial
3287,"Group NM aC. Preoperative chemotherapy for non small cell lung 
cancer: a systematic review and meta analysis of individual participant 
data.",NSCLC,group nm preoperative chemotherapy non small cell lung cancer systematic review meta analysis individual participant datum
3288,"Sequential vs. concurrent 
chemoradiation for stage III non small cell lung cancer: randomized phase 
III trial RTOG 9410.",NSCLC,sequential concurrent chemoradiation stage iii non small cell lung cancer randomize phase iii trial rtog
3289,J Natl Cancer Inst 2011;103:1452 1460.,NSCLC,j natl cancer inst
3290,"Meta analysis of 
concomitant versus sequential radiochemotherapy in locally advanced 
nonsmall cell lung cancer.",NSCLC,meta analysis concomitant versus sequential radiochemotherapy locally advanced nonsmall cell lung cancer
3291,"Dose escalating 
conformal thoracic radiation therapy with induction and concurrent carboplatin/paclitaxel in unresectable stage IIIA/B nonsmall cell lung 
carcinoma: a modified phase I/II trial.",NSCLC,dose escalate conformal thoracic radiation therapy induction concurrent carboplatin paclitaxel unresectable stage iiia b nonsmall cell lung carcinoma modify phase ii trial
3292,"Phase III study of 
concurrent versus sequential thoracic radiotherapy in combination with 
mitomycin, vindesine, and cisplatin in unresectable stage III non small cell 
lung cancer.",NSCLC,phase iii study concurrent versus sequential thoracic radiotherapy combination mitomycin vindesine cisplatin unresectable stage iii non small cell lung cancer
3293,"Rugo HS, Klein P, Melin SA, et al. Association Between Use of a 
Scalp Cooling Device and Alopecia After Chemotherapy for Breast 
Cancer.",NSCLC,rugo hs klein p melin sa et al association use scalp cool device alopecia chemotherapy breast cancer
3294,"Rugo HS, Melin SA, Voigt J. Scalp cooling with adjuvant/neoadjuvant 
chemotherapy for breast cancer and the risk of scalp metastases: 
systematic review and meta analysis.",NSCLC,rugo hs melin sa voigt scalp cool adjuvant neoadjuvant chemotherapy breast cancer risk scalp metastasis systematic review meta analysis
3295,"Breast Cancer Res Treat 
2017;163:199 205.",NSCLC,breast cancer res treat
3296,"Effect of a Scalp Cooling Device 
on Alopecia in Women Undergoing Chemotherapy for Breast Cancer: The 
SCALP Randomized Clinical Trial.",NSCLC,effect scalp cool device alopecia women undergoing chemotherapy breast cancer scalp randomized clinical trial
3297,"COOLHAIR: a prospective 
randomized trial to investigate the efficacy and tolerability of scalp cooling 
in patients undergoing (neo)adjuvant chemotherapy for early breast 
cancer.",NSCLC,coolhair prospective randomized trial investigate efficacy tolerability scalp cool patient undergo chemotherapy early breast cancer
